,nmi,rand,sj,fs,method
265,0.9924967425303518,0.9973313313313313,31.0,0.9816560474493237,Louvain
266,1.0,1.0,0.0,1.0,Directed Louvain
267,0.9908301157508721,0.9977297297297297,29.0,0.9806291666797006,Leiden
268,1.0,1.0,0.0,1.0,Infomap
269,1.0,1.0,0.0,1.0,Oslom
270,1.0,1.0,0.0,1.0,Louvain
271,1.0,1.0,0.0,1.0,Directed Louvain
272,0.9777628494391585,0.9937997997997997,81.0,0.9480261246684026,Leiden
273,1.0,1.0,0.0,1.0,Infomap
274,1.0,1.0,0.0,1.0,Oslom
275,1.0,1.0,0.0,1.0,Louvain
276,1.0,1.0,0.0,1.0,Directed Louvain
277,0.9846163139611483,0.9952212212212211,58.0,0.9636567442787126,Leiden
278,1.0,1.0,0.0,1.0,Infomap
279,1.0,1.0,0.0,1.0,Oslom
280,1.0,1.0,0.0,1.0,Louvain
281,1.0,1.0,0.0,1.0,Directed Louvain
282,0.9914013592044626,0.9980540540540539,27.0,0.9822687151235401,Leiden
283,1.0,1.0,0.0,1.0,Infomap
284,1.0,1.0,0.0,1.0,Oslom
285,0.9936219882904546,0.998048048048048,25.0,0.9845299484331614,Louvain
286,0.9919948481384471,0.996986986986987,35.0,0.980325511471338,Directed Louvain
287,0.9908390451095789,0.9977357357357357,29.0,0.980630301414008,Leiden
288,1.0,1.0,0.0,1.0,Infomap
289,1.0,1.0,0.0,1.0,Oslom
290,0.9932681737623734,0.9977977977977978,25.0,0.98379970544919,Louvain
291,0.9928274261943836,0.9975335335335336,28.0,0.9825910015826362,Directed Louvain
292,0.9932620059619499,0.9992952952952951,10.0,0.9902898414659546,Leiden
293,1.0,1.0,0.0,1.0,Infomap
294,1.0,1.0,0.0,1.0,Oslom
295,0.9934763854348051,0.9979479479479479,25.0,0.9842247018083878,Louvain
296,0.992790788982173,0.9975375375375375,30.0,0.9823706464096317,Directed Louvain
297,0.9925164936355014,0.998046046046046,25.0,0.9833696120624427,Leiden
298,1.0,1.0,0.0,1.0,Infomap
299,1.0,1.0,0.0,1.0,Oslom
300,0.9934763854348051,0.9979479479479479,25.0,0.9842247018083878,Louvain
301,0.9918373400016239,0.9968808808808809,38.0,0.9798817179308386,Directed Louvain
302,0.9972351273589383,0.9996876876876877,4.0,0.996101298701215,Leiden
303,1.0,1.0,0.0,1.0,Infomap
304,1.0,1.0,0.0,1.0,Oslom
305,1.0,1.0,0.0,1.0,Louvain
306,1.0,1.0,0.0,1.0,Directed Louvain
307,0.9834508433727429,0.995171171171171,66.0,0.9619323900563819,Leiden
308,1.0,1.0,0.0,1.0,Infomap
309,1.0,1.0,0.0,1.0,Oslom
310,1.0,1.0,0.0,1.0,Louvain
311,0.9924649488157667,0.9972712712712712,29.0,0.981738279941584,Directed Louvain
312,0.9789549678069428,0.9938638638638638,81.0,0.9493711800999345,Leiden
313,1.0,1.0,0.0,1.0,Infomap
314,1.0,1.0,0.0,1.0,Oslom
315,0.9862152764715849,0.9954934934934935,54.0,0.9661797842564139,Louvain
316,1.0,1.0,0.0,1.0,Directed Louvain
317,0.9972691050506763,0.9997037037037036,4.0,0.9961077233662037,Leiden
318,1.0,1.0,0.0,1.0,Infomap
319,1.0,1.0,0.0,1.0,Oslom
320,1.0,1.0,0.0,1.0,Louvain
321,1.0,1.0,0.0,1.0,Directed Louvain
