,nmi,rand,sj,fs,method
0,0.9744519146668017,0.9977921184236846,644.0,0.9171204537695562,Louvain
1,0.9637744309997357,0.996926025205041,949.0,0.8824249670632893,Directed Louvain
2,0.9405896770245248,0.9948770554110822,1474.0,0.8152409054476593,Leiden
3,1.0,1.0,0.0,1.0,Infomap
4,1.0,0.9999999999999999,0.0,1.0,Oslom
5,0.9928776837248243,0.9992947389477894,172.0,0.9771273494194723,Louvain
6,0.9526409295264394,0.9959283856771356,1205.0,0.8512515449364544,Directed Louvain
7,0.9396285524823207,0.9948524104820964,1530.0,0.810115055991198,Leiden
8,1.0,1.0,0.0,1.0,Infomap
9,1.0,0.9999999999999999,0.0,1.0,Oslom
10,0.9817400788667489,0.9983876775355072,463.0,0.941746724554134,Louvain
11,0.969420205550058,0.9974194838967795,800.0,0.9007464839786891,Directed Louvain
12,0.9310082529648969,0.9939110222044409,1720.0,0.7887516276344698,Leiden
13,1.0,1.0,0.0,1.0,Infomap
14,1.0,0.9999999999999999,0.0,1.0,Oslom
15,0.982938130849942,0.9985381876375274,442.0,0.9445925308166176,Louvain
16,0.9726660806057712,0.9976747349469894,716.0,0.9110341289819656,Directed Louvain
17,0.9299682311919708,0.9938408481696339,1747.0,0.7850965994922339,Leiden
18,1.0,1.0,0.0,1.0,Infomap
19,1.0,0.9999999999999999,0.0,1.0,Oslom
20,0.9747522486484249,0.9978274854970994,642.0,0.9188538073767101,Louvain
21,0.9604874346729677,0.9966845369073816,1041.0,0.8715006654913799,Directed Louvain
22,0.9270532666155258,0.9933853170634128,1796.0,0.7783575558102124,Leiden
23,1.0,1.0,0.0,1.0,Infomap
24,1.0,0.9999999999999999,0.0,1.0,Oslom
25,0.9726904552509402,0.9976607321464293,716.0,0.9117966997706701,Louvain
26,0.9600375100660504,0.9965801160232048,1009.0,0.8721262607304578,Directed Louvain
27,0.9325994915857011,0.9939451090218043,1684.0,0.7925452237803362,Leiden
28,1.0,1.0,0.0,1.0,Infomap
29,1.0,0.9999999999999999,0.0,1.0,Oslom
30,0.9788814748543884,0.998227325465093,545.0,0.9311327183193667,Louvain
31,0.9659564430711575,0.9970350070014005,872.0,0.8909613709767091,Directed Louvain
32,0.9259633836871204,0.9934506101220244,1862.0,0.772051856841342,Leiden
33,1.0,1.0,0.0,1.0,Infomap
34,1.0,0.9999999999999999,0.0,1.0,Oslom
35,0.9768654128964066,0.998123304660932,622.0,0.9244662096068365,Louvain
36,0.9716430321262787,0.9975486297259452,701.0,0.9087610523531336,Directed Louvain
37,0.9301851619524957,0.9940248849769955,1778.0,0.7810378297218609,Leiden
38,1.0,1.0,0.0,1.0,Infomap
39,1.0,0.9999999999999999,0.0,1.0,Oslom
40,0.9935344657673099,0.9994052410482095,152.0,0.9793301048319037,Louvain
41,0.9623911421659628,0.9968526505301061,969.0,0.8785224569633537,Directed Louvain
42,0.931647829041193,0.9941416283256651,1731.0,0.7860701195363249,Leiden
43,1.0,1.0,0.0,1.0,Infomap
44,1.0,0.9999999999999999,0.0,1.0,Oslom
45,0.9771074232497374,0.9980788157631526,581.0,0.9257603912188577,Louvain
46,0.9696251554550953,0.9974606121224247,805.0,0.9011876325674583,Directed Louvain
47,0.9363264277905659,0.9942080416083217,1609.0,0.8001931972942407,Leiden
48,1.0,1.0,0.0,1.0,Infomap
49,1.0,0.9999999999999999,0.0,1.0,Oslom
50,0.9817266819159546,0.9984003200640128,450.0,0.9409354357160439,Louvain
51,0.9742979804979573,0.9977656331266255,673.0,0.9170325355109841,Directed Louvain
52,0.9295216053489154,0.9940012002400481,1763.0,0.7800687882704541,Leiden
53,1.0,1.0,0.0,1.0,Infomap
54,1.0,0.9999999999999999,0.0,1.0,Oslom
55,0.9783767679397704,0.9980544908981795,540.0,0.9309257620630654,Louvain
56,0.96457854722983,0.9969597119423885,895.0,0.8856736500739436,Directed Louvain
57,0.937935715086453,0.9946252450490098,1584.0,0.8044102217258,Leiden
58,1.0,1.0,0.0,1.0,Infomap
59,1.0,0.9999999999999999,0.0,1.0,Oslom
60,0.9905865745793864,0.9991423084616922,229.0,0.9696924095638513,Louvain
61,0.9699104995809407,0.9974126025205041,765.0,0.9036399784599268,Directed Louvain
62,0.9233656956360339,0.9933489097819566,1932.0,0.7623200528435045,Leiden
63,1.0,1.0,0.0,1.0,Infomap
64,1.0,0.9999999999999999,0.0,1.0,Oslom
65,0.9763641636582099,0.9979423884776953,609.0,0.9245934865675033,Louvain
66,0.9698266567002019,0.9974291658331667,784.0,0.9021963003304677,Directed Louvain
67,0.9366449300007589,0.9943906381276256,1603.0,0.8016137647796813,Leiden
68,1.0,1.0,0.0,1.0,Infomap
69,1.0,0.9999999999999999,0.0,1.0,Oslom
70,0.9820503508843048,0.9984794558911783,476.0,0.9421435436518927,Louvain
71,0.9671573328460518,0.997193198639728,837.0,0.8937446573705514,Directed Louvain
72,0.9393091892090921,0.9947250250050012,1496.0,0.8127129063445037,Leiden
73,1.0,1.0,0.0,1.0,Infomap
74,1.0,0.9999999999999999,0.0,1.0,Oslom
75,0.980270127359734,0.9982143628725745,482.0,0.9363830855524459,Louvain
76,0.9656672172015052,0.9970701340268054,865.0,0.888951025195576,Directed Louvain
77,0.9331545485617404,0.9941596319263852,1692.0,0.790293543709759,Leiden
78,1.0,1.0,0.0,1.0,Infomap
79,1.0,0.9999999999999999,0.0,1.0,Oslom
