,fs,rand,method
0,0.11671238435167758,0.7972012012012013,louvain
1,0.10025991653769792,0.8173753753753754,louvain
2,0.10707936854477651,0.8105945945945945,louvain
3,0.11561983125481426,0.7981941941941941,louvain
4,0.09790873023185559,0.8194774774774776,louvain
5,0.10068123746202964,0.8179659659659659,louvain
6,0.10566790904596006,0.810976976976977,louvain
7,0.10627234452626745,0.809115115115115,louvain
8,0.10842284459467899,0.808868868868869,louvain
9,0.1060820721018181,0.8117137137137138,louvain
10,0.10719241358724899,0.8085325325325325,louvain
11,0.11120854284402201,0.8051251251251252,louvain
12,0.1103342979481331,0.8064344344344343,louvain
13,0.10996726655436148,0.8062802802802804,louvain
14,0.11044083467276403,0.8063963963963965,louvain
15,0.10752192444305565,0.8097237237237236,louvain
16,0.12270259856399514,0.7896896896896897,louvain
17,0.1088342809537807,0.8076056056056056,louvain
18,0.10921692722937915,0.8079119119119118,louvain
19,0.1098650023344044,0.8078638638638638,louvain
20,0.1101328476076921,0.8062102102102102,louvain
21,0.10000120007264834,0.8154554554554554,louvain
22,0.10426137302387757,0.8124584584584584,louvain
23,0.107243306609629,0.8099059059059059,louvain
24,0.1121639493890362,0.803775775775776,louvain
25,0.09869500686373621,0.8187127127127127,louvain
26,0.10044546271772621,0.8166686686686686,louvain
27,0.10893025484383924,0.8070710710710711,louvain
28,0.10912242685505795,0.8071211211211211,louvain
29,0.10858514643151952,0.8076396396396397,louvain
30,0.11268139144683018,0.8045445445445445,louvain
31,0.10765066934955071,0.8076236236236236,louvain
32,0.11588204927358715,0.7988088088088088,louvain
33,0.11553204958112236,0.7987107107107108,louvain
34,0.11635614057599232,0.7994114114114115,louvain
35,0.10657912166038529,0.809117117117117,louvain
36,0.10433899651096312,0.8138658658658657,louvain
37,0.10878952647092718,0.8062342342342341,louvain
38,0.11799560697474888,0.798888888888889,louvain
39,0.11085699399115836,0.8067447447447447,louvain
40,0.10846353331080502,0.8079699699699701,louvain
41,0.10302734458672728,0.8146566566566567,louvain
42,0.10413401127329594,0.8132992992992993,louvain
43,0.11450513819503423,0.8012872872872872,louvain
44,0.09796216890550538,0.819029029029029,louvain
45,0.1045630142910513,0.8129809809809809,louvain
46,0.11022504081793666,0.805893893893894,louvain
47,0.10791965537426677,0.809045045045045,louvain
48,0.10186908932054856,0.8158678678678679,louvain
49,0.1108376309295356,0.8062802802802802,louvain
50,0.11083198644287837,0.8055835835835836,louvain
51,0.10732199911165552,0.8093053053053054,louvain
52,0.10864857522028998,0.807981981981982,louvain
53,0.10967993129989542,0.8057197197197199,louvain
54,0.11348308634789543,0.8033753753753754,louvain
55,0.10431057248606747,0.8126326326326327,louvain
56,0.11163836965408627,0.804072072072072,louvain
57,0.1071128253977428,0.8086626626626625,louvain
58,0.10864871725377649,0.8075495495495495,louvain
59,0.10976681734066275,0.8070630630630631,louvain
60,0.1077244365050254,0.8080460460460459,louvain
61,0.10891778538627894,0.8075535535535534,louvain
62,0.11189846862755551,0.80407007007007,louvain
63,0.11754384834357283,0.7969909909909911,louvain
64,0.11530888361522285,0.7987687687687688,louvain
65,0.10681402390979336,0.8103303303303302,louvain
66,0.11254664351297253,0.8050410410410411,louvain
67,0.1121476496044101,0.8023243243243243,louvain
68,0.11263490186902343,0.804062062062062,louvain
69,0.11224001895813893,0.8041721721721722,louvain
70,0.11411784352056065,0.8011291291291291,louvain
71,0.10935042440953875,0.8067847847847847,louvain
72,0.10193699681965718,0.8161321321321322,louvain
73,0.10299242609735539,0.8142542542542544,louvain
74,0.10471592147592043,0.8133213213213213,louvain
75,0.11042950754060393,0.8047627627627627,louvain
76,0.10787797047101409,0.8073933933933932,louvain
77,0.1144037658237188,0.8019979979979981,louvain
78,0.11205557909406869,0.8042482482482483,louvain
79,0.11338052483362497,0.8008088088088088,louvain
80,0.10828449017118132,0.8077617617617618,louvain
81,0.11352537173667196,0.8022462462462461,louvain
82,0.10199601452890979,0.8149149149149151,louvain
83,0.10955306785959015,0.8087067067067066,louvain
84,0.11014726538263664,0.8071771771771772,louvain
85,0.11273018944311206,0.8037317317317316,louvain
86,0.10837553655246533,0.8074934934934936,louvain
87,0.10785012978930052,0.8097597597597597,louvain
88,0.11126983613608415,0.8054974974974975,louvain
89,0.10477945593929523,0.8115615615615617,louvain
90,0.10999916306295127,0.8065585585585584,louvain
91,0.10487706177430588,0.81222022022022,louvain
92,0.10366848884317258,0.8122702702702702,louvain
93,0.10825397862233264,0.8076276276276277,louvain
94,0.11647457471482839,0.7989249249249248,louvain
95,0.10776560882090214,0.808906906906907,louvain
96,0.11042507115596645,0.806168168168168,louvain
97,0.10934690080810697,0.8057017017017016,louvain
98,0.11842376216960143,0.7952352352352352,louvain
99,0.11298587067298968,0.8040760760760761,louvain
0,0.10791883749952684,0.8081901901901902,directed louvain
1,0.11224648275599643,0.8028268268268268,directed louvain
2,0.09856768462889542,0.8180740740740742,directed louvain
3,0.10974294962489309,0.8065165165165167,directed louvain
4,0.1129304849245838,0.8027987987987988,directed louvain
5,0.11484694307143581,0.8007707707707707,directed louvain
6,0.10381703182532538,0.8136416416416417,directed louvain
7,0.11146060617735298,0.80403003003003,directed louvain
8,0.1056010543032995,0.8116456456456456,directed louvain
9,0.11512707187437927,0.8014334334334334,directed louvain
10,0.1129166430705768,0.8023763763763765,directed louvain
11,0.1145428858784119,0.8005125125125125,directed louvain
12,0.09908304212335771,0.8166966966966966,directed louvain
13,0.11043844387775892,0.8057637637637638,directed louvain
14,0.10691380090773885,0.8123983983983984,directed louvain
15,0.10381692207737547,0.8137897897897899,directed louvain
16,0.11165455714254655,0.8032692692692691,directed louvain
17,0.10302334112127216,0.8132252252252252,directed louvain
18,0.11105411730303949,0.8047447447447447,directed louvain
19,0.11093268997317425,0.8053433433433432,directed louvain
20,0.1084023218033631,0.8083523523523521,directed louvain
21,0.10852332538476465,0.8074594594594595,directed louvain
22,0.10879127968575197,0.8072652652652652,directed louvain
23,0.11737451738849664,0.798148148148148,directed louvain
24,0.10847429214231194,0.80807007007007,directed louvain
25,0.1041632466878524,0.8115535535535534,directed louvain
26,0.11466836989373873,0.8005685685685686,directed louvain
27,0.1103410074619269,0.8072632632632633,directed louvain
28,0.11785613806336527,0.7964384384384384,directed louvain
29,0.1101009659322792,0.8052552552552552,directed louvain
30,0.10070617140618812,0.8156476476476475,directed louvain
31,0.11247569171140422,0.8059619619619618,directed louvain
32,0.10310772787463722,0.8130910910910911,directed louvain
33,0.10254122746738477,0.8144504504504506,directed louvain
34,0.10917561533627537,0.8060640640640642,directed louvain
35,0.10789312263212886,0.8083023023023024,directed louvain
36,0.10751112700613771,0.8083023023023024,directed louvain
37,0.10982556869264588,0.8066366366366364,directed louvain
38,0.10577849469581638,0.811991991991992,directed louvain
39,0.10914085288594196,0.8068728728728729,directed louvain
40,0.11157097709732586,0.8030930930930931,directed louvain
41,0.10071930573817364,0.8178178178178179,directed louvain
42,0.11167758968906899,0.8048868868868868,directed louvain
43,0.11267932852446394,0.8037417417417416,directed louvain
44,0.11296790767125503,0.8029549549549548,directed louvain
45,0.11471781869402593,0.8008048048048049,directed louvain
46,0.10641688709368377,0.8098718718718718,directed louvain
47,0.10849772566934651,0.8106586586586586,directed louvain
48,0.11952911377545077,0.7931611611611613,directed louvain
49,0.11586041585598954,0.8008068068068068,directed louvain
50,0.10718826150829674,0.8083483483483485,directed louvain
51,0.09948966568590885,0.8202402402402402,directed louvain
52,0.10346918718491455,0.813253253253253,directed louvain
53,0.11027465214210083,0.8061281281281281,directed louvain
54,0.10540377994315857,0.81206006006006,directed louvain
55,0.11022883684121065,0.806188188188188,directed louvain
56,0.10630290065704695,0.8103103103103104,directed louvain
57,0.10995622168269142,0.8064544544544545,directed louvain
58,0.1146133469623138,0.801025025025025,directed louvain
59,0.10537346494403504,0.8119599599599598,directed louvain
60,0.11363994571040888,0.8008368368368368,directed louvain
61,0.1032543770411346,0.8123363363363363,directed louvain
62,0.09743527506964997,0.8197057057057056,directed louvain
63,0.11095688724059513,0.8054514514514513,directed louvain
64,0.10800544073507669,0.8095875875875875,directed louvain
65,0.11186770553803149,0.8039159159159159,directed louvain
66,0.11170386713478492,0.8035655655655656,directed louvain
67,0.11944602239793745,0.7919199199199198,directed louvain
68,0.10245501284254041,0.8142662662662663,directed louvain
69,0.10779939824192904,0.8084024024024026,directed louvain
70,0.1108410078912028,0.8050390390390392,directed louvain
71,0.10674344234265075,0.8105305305305306,directed louvain
72,0.11422346428987748,0.8014774774774776,directed louvain
73,0.11030910346252314,0.8079199199199198,directed louvain
74,0.10399235442287538,0.8115075075075076,directed louvain
75,0.10538880153784015,0.8133013013013013,directed louvain
76,0.10038195937988592,0.8155655655655656,directed louvain
77,0.11142246787757994,0.8025725725725725,directed louvain
78,0.10603230021215611,0.811025025025025,directed louvain
79,0.10402774925542559,0.8123463463463463,directed louvain
80,0.10987544352272219,0.8072752752752752,directed louvain
81,0.1046788667013683,0.8127467467467469,directed louvain
82,0.10578999152335121,0.8106966966966966,directed louvain
83,0.10083236317775646,0.8153273273273272,directed louvain
84,0.11761920689072691,0.7984504504504506,directed louvain
85,0.10802996800064353,0.8077877877877877,directed louvain
86,0.10543761888112578,0.8116136136136136,directed louvain
87,0.11258995675960894,0.8025985985985986,directed louvain
88,0.11038291385508885,0.8062602602602602,directed louvain
89,0.10900390245585666,0.8073773773773774,directed louvain
90,0.11565784170179896,0.7994234234234234,directed louvain
91,0.11274525471578532,0.8046006006006008,directed louvain
92,0.10766885271913738,0.8105425425425425,directed louvain
93,0.1048613013323834,0.8110670670670672,directed louvain
94,0.10719012648260916,0.809963963963964,directed louvain
95,0.1084856898190973,0.8089829829829831,directed louvain
96,0.11230809291047071,0.8050150150150148,directed louvain
97,0.1010275133801134,0.8165785785785786,directed louvain
98,0.11162296811222604,0.8042842842842843,directed louvain
99,0.10656452570426136,0.8113053053053052,directed louvain
0,0.10953198725471928,0.8066826826826827,leiden
1,0.11376256031595658,0.8025025025025025,leiden
2,0.10988932521035429,0.8074514514514515,leiden
3,0.10815876140043501,0.8097837837837838,leiden
4,0.12095542797435721,0.792838838838839,leiden
5,0.11345379460687188,0.8025825825825825,leiden
6,0.10843752445696063,0.8109809809809809,leiden
7,0.11166686116569091,0.8054074074074073,leiden
8,0.11798407158458868,0.7974094094094095,leiden
9,0.11423101524330798,0.8031831831831833,leiden
10,0.11634275609829434,0.7972712712712713,leiden
11,0.11420021745060696,0.8013153153153154,leiden
12,0.11586697836475593,0.7989129129129129,leiden
13,0.11429631794738655,0.8025505505505504,leiden
14,0.11564637935695547,0.8002962962962963,leiden
15,0.12234406135024213,0.7927547547547547,leiden
16,0.1148164678246943,0.8008968968968968,leiden
17,0.11884347445298821,0.7947927927927929,leiden
18,0.11216957545529747,0.8040640640640639,leiden
19,0.11751118942744612,0.7959279279279279,leiden
20,0.12044248946396298,0.79393993993994,leiden
21,0.1229502438634222,0.7898598598598598,leiden
22,0.105119767518343,0.8124004004004004,leiden
23,0.10804916000129285,0.8072132132132133,leiden
24,0.11812323241726796,0.797007007007007,leiden
25,0.10830133384399265,0.8071391391391392,leiden
26,0.12142144953831424,0.7935275275275275,leiden
27,0.10945918272026141,0.8065745745745745,leiden
28,0.10897929985646326,0.8069709709709709,leiden
29,0.1037574855828295,0.8119399399399401,leiden
30,0.1123046563762138,0.8030790790790792,leiden
31,0.11827898812941867,0.796976976976977,leiden
32,0.12311062487398071,0.7913513513513515,leiden
33,0.11179464408597832,0.8051951951951952,leiden
34,0.11558025479887063,0.7995435435435434,leiden
35,0.10988032869616023,0.8061801801801802,leiden
36,0.1116482517528881,0.8045825825825825,leiden
37,0.11036973511586186,0.8056556556556556,leiden
38,0.10929869398967774,0.8070230230230231,leiden
39,0.11282956524918712,0.803047047047047,leiden
40,0.10704191703998657,0.8099579579579579,leiden
41,0.1133888563998716,0.8027927927927927,leiden
42,0.10612066197872157,0.8102362362362363,leiden
43,0.11401882820560424,0.8025885885885886,leiden
44,0.11339900775744306,0.8026266266266264,leiden
45,0.1128357678562773,0.8035175175175175,leiden
46,0.11458388589553509,0.8007707707707707,leiden
47,0.11592197760700315,0.7998118118118118,leiden
48,0.11991097664127774,0.794218218218218,leiden
49,0.11221595747908102,0.8034954954954954,leiden
50,0.10434902254935513,0.8138018018018018,leiden
51,0.1079899247717204,0.8082862862862863,leiden
52,0.10927804623274036,0.806976976976977,leiden
53,0.11002509598488328,0.8067647647647647,leiden
54,0.1076599793131484,0.8087207207207205,leiden
55,0.11204923960218802,0.8035955955955956,leiden
56,0.11118082308683262,0.8033273273273274,leiden
57,0.11300812594267183,0.8026826826826825,leiden
58,0.1089300554437516,0.8062642642642643,leiden
59,0.10694186086046037,0.8107187187187186,leiden
60,0.1144418409092489,0.8006086086086086,leiden
61,0.11179632333663686,0.8043723723723724,leiden
62,0.10405206457757558,0.8128928928928929,leiden
63,0.12020404161844918,0.7936996996996997,leiden
64,0.10721245062884494,0.8094574574574573,leiden
65,0.11913888596720563,0.7954014014014013,leiden
66,0.11991853046031264,0.7921921921921922,leiden
67,0.11188828430306784,0.8054974974974975,leiden
68,0.10679822241115437,0.8109629629629629,leiden
69,0.10710440817412364,0.809893893893894,leiden
70,0.11318399116689341,0.8013353353353354,leiden
71,0.11046303097369618,0.806062062062062,leiden
72,0.10617714425640735,0.8106826826826827,leiden
73,0.11321994666999827,0.8014674674674676,leiden
74,0.11363043719257772,0.8022402402402402,leiden
75,0.11785529881715336,0.7980440440440442,leiden
76,0.11565578281360951,0.7988088088088088,leiden
77,0.10953995329009687,0.8063223223223224,leiden
78,0.10975303602205395,0.8065165165165165,leiden
79,0.10788882801745854,0.8093213213213215,leiden
80,0.1143695334480164,0.8024984984984984,leiden
81,0.11631916436535795,0.7996596596596597,leiden
82,0.11454715166608723,0.8023683683683684,leiden
83,0.12154822516886726,0.793143143143143,leiden
84,0.11371194642940112,0.800988988988989,leiden
85,0.11865672687901178,0.7952572572572572,leiden
86,0.11588410414795791,0.7987507507507507,leiden
87,0.1183761222010743,0.798052052052052,leiden
88,0.10593904872666747,0.8112592592592591,leiden
89,0.10896662807575738,0.8096476476476477,leiden
90,0.116017387819973,0.7980460460460461,leiden
91,0.10803987923232375,0.807085085085085,leiden
92,0.11791481259347301,0.7976176176176177,leiden
93,0.11354499456805785,0.8003423423423424,leiden
94,0.11995912138510953,0.7953573573573574,leiden
95,0.10988161264624453,0.808,leiden
96,0.10554753002186981,0.8118778778778779,leiden
97,0.1221766802681722,0.7926686686686688,leiden
98,0.11958210887431633,0.794976976976977,leiden
99,0.1131830155585293,0.8028468468468468,leiden
0,0.22400295525908243,0.12525325325325337,infomap
1,0.22400295525908243,0.12525325325325337,infomap
2,0.22400295525908243,0.12525325325325337,infomap
3,0.22400295525908243,0.12525325325325337,infomap
4,0.22400295525908243,0.12525325325325337,infomap
5,0.22400295525908243,0.12525325325325337,infomap
6,0.22400295525908243,0.12525325325325337,infomap
7,0.22400295525908243,0.12525325325325337,infomap
8,0.22400295525908243,0.12525325325325337,infomap
9,0.22400295525908243,0.12525325325325337,infomap
10,0.22400295525908243,0.12525325325325337,infomap
11,0.22400295525908243,0.12525325325325337,infomap
12,0.22400295525908243,0.12525325325325337,infomap
13,0.22400295525908243,0.12525325325325337,infomap
14,0.22400295525908243,0.12525325325325337,infomap
15,0.22400295525908243,0.12525325325325337,infomap
16,0.22400295525908243,0.12525325325325337,infomap
17,0.22400295525908243,0.12525325325325337,infomap
18,0.22400295525908243,0.12525325325325337,infomap
19,0.22400295525908243,0.12525325325325337,infomap
20,0.22400295525908243,0.12525325325325337,infomap
21,0.22400295525908243,0.12525325325325337,infomap
22,0.22400295525908243,0.12525325325325337,infomap
23,0.22400295525908243,0.12525325325325337,infomap
24,0.22400295525908243,0.12525325325325337,infomap
25,0.22400295525908243,0.12525325325325337,infomap
26,0.22400295525908243,0.12525325325325337,infomap
27,0.22400295525908243,0.12525325325325337,infomap
28,0.22400295525908243,0.12525325325325337,infomap
29,0.22400295525908243,0.12525325325325337,infomap
30,0.22400295525908243,0.12525325325325337,infomap
31,0.22400295525908243,0.12525325325325337,infomap
32,0.22400295525908243,0.12525325325325337,infomap
33,0.22400295525908243,0.12525325325325337,infomap
34,0.22400295525908243,0.12525325325325337,infomap
35,0.22400295525908243,0.12525325325325337,infomap
36,0.22400295525908243,0.12525325325325337,infomap
37,0.22400295525908243,0.12525325325325337,infomap
38,0.22400295525908243,0.12525325325325337,infomap
39,0.22400295525908243,0.12525325325325337,infomap
40,0.22400295525908243,0.12525325325325337,infomap
41,0.22400295525908243,0.12525325325325337,infomap
42,0.22400295525908243,0.12525325325325337,infomap
43,0.22400295525908243,0.12525325325325337,infomap
44,0.22400295525908243,0.12525325325325337,infomap
45,0.22400295525908243,0.12525325325325337,infomap
46,0.22400295525908243,0.12525325325325337,infomap
47,0.22400295525908243,0.12525325325325337,infomap
48,0.22400295525908243,0.12525325325325337,infomap
49,0.22400295525908243,0.12525325325325337,infomap
50,0.22400295525908243,0.12525325325325337,infomap
51,0.22400295525908243,0.12525325325325337,infomap
52,0.22400295525908243,0.12525325325325337,infomap
53,0.22400295525908243,0.12525325325325337,infomap
54,0.22400295525908243,0.12525325325325337,infomap
55,0.22400295525908243,0.12525325325325337,infomap
56,0.22400295525908243,0.12525325325325337,infomap
57,0.22400295525908243,0.12525325325325337,infomap
58,0.22400295525908243,0.12525325325325337,infomap
59,0.22400295525908243,0.12525325325325337,infomap
60,0.22400295525908243,0.12525325325325337,infomap
61,0.22400295525908243,0.12525325325325337,infomap
62,0.22400295525908243,0.12525325325325337,infomap
63,0.22400295525908243,0.12525325325325337,infomap
64,0.22400295525908243,0.12525325325325337,infomap
65,0.22400295525908243,0.12525325325325337,infomap
66,0.22400295525908243,0.12525325325325337,infomap
67,0.22400295525908243,0.12525325325325337,infomap
68,0.22400295525908243,0.12525325325325337,infomap
69,0.22400295525908243,0.12525325325325337,infomap
70,0.22400295525908243,0.12525325325325337,infomap
71,0.22400295525908243,0.12525325325325337,infomap
